text,label
"কি করলাম জীবনে? না পেলাম প্রেম পত্র, না পেলাম মনোনয়ন পত্র। ",Neutral
"দোস্ত গায়ে হলুদের পরের দিন আমার বিয়ে দাওয়াত রইল, গায়ে হলুদ কোনদিন? বিয়ের আগের দিন। ",Neutral
বুকে আয় ভাই। আয় তোরে অনেকদিন পর্যন্ত খুজতেছি। ,Neutral
"মদ খাবো না খাবো চুল্লু রে, চুল্লুর প্যাকেট আমার কানে কানে কয়। ",Personal
বেঁচে থাকার জন্য দ্বিতীয় অক্সিজেন হলো মা। ,Neutral
"চরম মূল্য দিতে হবে পিয়ংইয়ংকে, যদি তারা যুদ্ধ থেকে ফিরে না আসে। ",Geopolitical
স্ত্রীর সম্মতি ছাড়া যৌন সম্পর্ক ধর্ষণ গণ্য হবে বলা তার বউ  এবং যৌন অক্ষমতা নিয়ে বসে থাকা স্বামী। ,Neutral
"৫ মে রোববার, মধ্যরাতে গুলিবিদ্ধ অবস্থায় পড়ে আছে দুই হেফাজত কর্মী। ",Religious
"যখণ পরীক্ষার্থীরা পরীক্ষায় নকল করার পরিকল্পনা করতে থাকে এবং বলে আল্লাহ ভরসা, তখন শয়তান ও পরীক্ষার্থী । ",Personal
ভবা পাগলার গান মা তোর এই ভেজাল সোনা ঘষে নে না কষ্টি পাথরে। ,Personal
"যখন আব্বু বলে, যা আগামী এক সপ্তাহের ভিতর তোর বিয়ে দিবো। তখন আমি,  কি যে বলেন আব্বু?",Neutral
মেয়ের স্বামী কি তার মার জন্য মাহরাম। মা কি তার মেয়ের স্বামীর সাথে ছেলের মতো আচরণ করতে পারবে। ,Personal
আর কতো চুষবি? আউট হয়ে গেল তো।,Personal
"প্রত্যেকবার ফেসবুকে ফেমিনিস্ট দেখার পর মনে মনে আমি, ভালা জামাই তোর কপালে মিলতো না। ",Neutral
আন্তর্জাতিক মিডিয়ায় দেয়া বিভিন্ন সাক্ষাৎকারে জয় কেন বাংলাদেশ সেনাবাহিনীর সমালোচনা করে বিদ্রোহের জন্য সেনাবাহিনীকে দায়ী করলেন? এ প্রশ্নের উত্তর এখনো মিলেনি।,Geopolitical
"তেমন কিছু না, মেলায় হারিয়ে যাওয়া চাচা-ভাতিজা। ",Neutral
ভারতীয় পণ্য বর্জন করলে কার বেশী ক্ষতি হবে? ,Geopolitical
"এই লন আপনার জন্য ফূল আনছি, পরের বার মেকাপবক্সটা আনিস। ",Personal
"ইরফান সেলিম বরখাস্ত, তাকে গ্রেফতার করে জেলহাজতে প্রেরন করা হয়েছে। ",Personal
"ফটো সুন্দর হইছে, নাও, মিষ্টি মুখ করো। ",Neutral
আমি কেমন ধরনের বলে তোমার মনে হয় ? ,Neutral
তুই একটা বাটপার।  মাইয়া মানুষ দেখলে হুশ থাকে না? ,Personal
"ঠাকুর একটা ভালো বয়ফ্রেন্ড দাও না। তখন ঠাকুর বলে, দিয়েছিলামা সিন করে রিপ্লাই দিস নি। ",Neutral
ভারতে করোনা রোধে গোমূত্র পানের পার্টি। ,Personal
"শান্তিতে ঘুমাতে, রংপুর এইদিকে। এটা কোন চেটের বাল?",Geopolitical
ভাইজানের মুক্তির দাবিতে রায়দিঘী রোড অবরোধ। ,Political
ক্লাসে এসে জানতে পারি আজকে পড়া ধরবে তাও আবার কৃষি । ,Neutral
পড়ালেখা পুটকি দিয়ে ঢুকিয়ে দেবো।,Personal
"বড় কথা বলিস না, তুই যে শ্যাম্পু মাথায় দেও, সেই শ্যাম্পু দিয়ে গাড়ি পরিস্কার করি। ",Neutral
"ছেলেরা যেভাবে সেলফি তোলে,  দেখুন এই  পিকচারটিতে। ",Neutral
৩ মাসের প্রেমের পর মেয়ের অবস্থা আর ৩ বছর প্রেমের পর মেয়ের অবস্থা। ,Neutral
যখন প্রোপোজ করতে গিয়ে প্রেমিকার বাবার এন্ট্রি হয়। কাকা ফুলটা আপনার জন্য এনেছি আজ বিশ^ কাকা দিবস। ,Neutral
বউ এর চেয়েও শালি সুন্দর হলে যা হয় আর কি। ,Neutral
এই জলাবদ্ধতার জন্য ভারত দায়ী। ,Geopolitical
ভিক্ষুদের বর্বরতা মাত্র ছাড়িয়ে গেছে। ,Geopolitical
"লেখাপড়া কেমন চলছে? খুবই ভাল চলতেছে, চলতে চলতে আমাকে রেখেই অনেক দুরে চলে গেছে যে, এখন আর ধরতেই পারছি না। ",Neutral
জামায়াতের রাজনীতি করার নৈতিক অধিকার নেই বলায় এই পুলিশ কে হাছান মাহমুদের দয়িত্ব দিবেন প্রধানমন্ত্রী। ,Geopolitical
"স্যার একটু ওয়াশরুমে যাবো,পরীক্ষার সময় কেন যেতে হবে? ",Neutral
"বাংলাদেশের একমাত্র সিরিয়াল কিলার মেজর জিয়া, ৪১৮৬ জন সামরিক কর্মকর্তাকে হত্যা করে মেজর জিয়া। ",Political
ফাসির হাত থেকে বাচতে দিহানের নতুন ফাদ। ,Personal
মানবিকতা নয় পাশবিকতাই জয়ী। যাদের কাছে গরুর জীবনের দাম মানুষের জীবনের দামের থেকে বেশী। ,Personal
"আর একবার আমার সিজিপিএ জিজ্ঞাসা করে দেখ, গুলি করে দেব। ",Personal
আমি তোমার কলা কাপিয়ে দেব। ,Personal
সাকিব আল হাসানের  পূজা উদ্বোধনের নেপথ্যের ঘটনা।,Religious
ভারতের তারা টিভিতে বাংলাদেশের জাতীয় পতাকা পদদলিত। ,Geopolitical
ঐ ভাতিজা মাস্ক কই? মাস্ক ছাড়া তুমি কোথায় যাচ্ছ ? ,Neutral
দুঃখিত আমরা মুসলিমদের চাকরি দেই না।,Religious
গাঁজা খেয়ে ব্যাট করতে নামবেন না। ,Personal
ইসলাম বিদ্বেষী নাস্তিক ব্লগার আসিফ মহিউদ্দিন-এর ফাঁসি চাই। ,Religious
কেউ চার্জ দেওয়া অবস্থায় মোবাইল টিপবেন না। কারণ আপনি যখন খাবার খান তখন যদি আপনাকে কেউ গলা টিপে ধরে কেমন লাগবে? ,Neutral
আপনাদের ভালো লাগলে এর ২য় পর্ব বের করার জন্য বসে থাকা আমি । ,Neutral
বাপের পকেট থেইকা টাকা চুরি কইরা যখন আবার সেই টাকা বাপের সাথে সাথে আমিও খুঁজতে থাকি। ,Neutral
হঠাৎ কোনো বন্ধু যখন মেসেজ দিয়ে জিজ্ঞেস করে বিকাশে টাকা আছে?,Neutral
গৃহবধু খুনের অভিযোগ উঠল শ^শুরবাড়ীর সদস্যদের বিরুদ্ধে। ,Personal
"আর্মিতে পরীক্ষা দিতে আসছি, পাছা দেখাতে নয় । ",Neutral
"ছাত্রলীগ ধর্ষণ করে, শেখ হাসিনা কি করে? ",Geopolitical
"চৈত্র মাসের গরম, নষ্টা মাগির চেয়েও বেশরম। ",Personal
"বাবা কোন সময় ধনী কিংবা গরীব হয় না, বাবা সবসময় বাবাই হয়। ",Neutral
"১ম বার ফেল করার পর, ২য় বার ফেল করার পর, ৩য় বার ফেল করার পর, এরপর যখনই ফেল করি। ",Neutral
মানুষরূপী পুলিশের নিষ্ঠুর নির্যাতনে পঙ্গু সিলেট মহানগর শিবির নেতা সোহেল।,Geopolitical
"মিম এ প্রচুর হা হা পরছে, প্রায় সবাই মেয়ে। ",Neutral
ওর পাছায় জোরে ১০টা লাথি মারেন।,Personal
"জনগনের টাকায় নির্বাচনী ব্যয়, কৈ এর তেলে কৈ ভাজা। ",Geopolitical
বাসায় এসে মা যখন আমাকে আদর করে ঘরে ঢুকায়|,Neutral
"হ্যালো দোস্ত, ১ ঘন্টা পর পরীক্ষা তুই কি কি পড়ছিস? আমি তো সাদা শার্টের সাতে জিন্স প্যান্ট পড়ছি। ",Neutral
আমরা যেন স্টুপিড জনগোষ্ঠিতে পরিণত না হই। ,Personal
ঢেকে রাখলেই নিরাপদ। খোলা রাখলেই অনিরাপদ। ,Neutral
"বালের মতো বউ, একটি বাচ্চা বউয়ের গল্প। ",Personal
শুধ দাঁড়ি-টুপির জন্য গ্রেফতার। এটাতো ট্রাম্পের আমেরিকা আর মোদির ভারতেও সম্ভব না। ,Religious
"পদচ্যূত হচ্ছেন জেনারেল আজিজ, নতুন ভালোবাসা লে.জে. সফিক। ",Personal
"আমরা মানুষ বলে এখানে থাকি, জানোয়ার হলে এখানে থাকতাম। ",Neutral
"রাষ্ট্রীয় দায়িত্ব রাষ্ট্রপতির হাতে নাই, গোপন তথ্য ফাঁস করলেন রাষ্ট্রপতি। ",Political
"ওদিকে আবার দেখি আমার পোস্ট এ আইসা একজন লিখছে, এটা কপি পেস্ট এরকম সেইম পোস্ট ১ মাস আগে দেখছি। ",Neutral
"যখন তুমি ক্লাসে ব্যাগ থেকে পানির বোতল বের করো, ভাই আমাকেও একটু দিস। ",Neutral
"বরগুনায় রিফাত হত্যা, হত্যাকারীদের সকলের ফাঁসি চাই। ",Personal
করোনা ভাইরাসে অনেকের সারা বছরের প্লান এভাবে সেক্স করা।,Personal
একদম লেটেস্ট মাল।  কে কে এই মাল কে খাইয়া ছাইড়া দিতে পারবেন? ,Personal
ঢিল মারার সময় যখন পিওন আমাকে দেখে ফেলে। ,Neutral
বাবা-মা মেয়েকে ডাক্তার বানানোর প্লান করছে আর মেয়ের মন অন্যদিকে। ,Neutral
হালার মুখে মুইত্তা দে। হালায় এক নম¦র ফাউল লোক। ,Personal
বন্ধু বিয়ের কার্ড দিয়ে গেলো তাতে লেখা আছে স্টে হোম স্টে সেফ। এখন বুঝতে পারছিনা নিমন্ত্রণ করে গেলো নাকি যেতে বারণ করলো। ,Neutral
"তুই সবকিছুতে খালি মোবাইল মোবাইল করছ, যেইডা আমার দিতে মন চায়না। ",Neutral
"চোরের মায়ের বড় গলা, বলছে মাওলানা শাহীনুর হোসেন। ",Personal
"আমি কৃষ্ণ, তুমি রাধা। চাকরি না পেলে আমি বোন, তুমি দাদা। ",Neutral
"যখন রিমোট নিয়ে ভাই বোনদের সাথে কাড়াকাড়ি করতে যেয়ে ভেঙে ফেলি, তখন আব্ব বলে, কাউকে ছাড় দেয়া হবে না। ",Personal
"পানিতে যখন নেমেছি মাছ আমি ধরবোই, ভালো যখন বেসেছি বিয়ে আমি করবোই। ",Neutral
হজরত মহাউম্মাদ ও কুত্তা বিলাই। ইসলাম ধর্মের প্রিয় নবীকে কটুক্তি। ,Religious
নৌকার প্রার্থীর কাছে কাবু বিএনপির সাবু। ,Neutral
সোনার মত চুষে খেয়েও মোটা না হওয়া মেয়ে ইনি। ,Personal
গাড়িতে উঠার পর গাড়ির ঝাকুনীর সাথে দেড় ফুট উঁচুতে উঠে যাওয়া প্রাণীগুলোর নাম চিকন মানুষ। ,Neutral
"‘সুখী মানুষ’ পড়ার পর মেয়েটিকে বুঝাচ্ছি, সূখী হতে হলে জামা না পরার গুরুত্ব। ",Neutral
"হিমুর প্রতি রুপার ভালোবাসা দেখার পর আমি মনে মনে, ওমাগো টুরু লাভ। ",Neutral
জাপান আমাদের থেকে কেন এতো বেশি উন্নত? ,Neutral
"রেষ্টুরেন্টে বিকাশে বিল দেয়া বন্ধু , আমরা হইলাম অতি উচ্চ বংশ। ",Neutral
ঘরে বসে পয়সা ডাবল করার সহজ উপায়। ,Neutral
"জোরে দে, জোরে দে। জোরে জোরে লাগা।",Personal
"বন্ধু লুচ্চামি সুরে, আমার তৃতীয় পায়ের একটা মোজা লাগবো একটু ব্যবস্থা করে দে না। ",Neutral
"তোর বয়সী মেয়ের বিয়ে হয়ে গেছে আর তুই এখনো মোবাইল টিপ। আন্টি আপনার মতো কতো মানুষ মরি মরি হুতি যায়, আপনি মরবেন কবে? ",Neutral
এটা কার জামাই হতে পারে? হুদাই মেনশন করে চ্যাতাইয়া দেন। ,Neutral
সবগুলোতে সিল মারা কিসে ভোট দিবো? শালারা আমার ভোটের অধিকার কেড়ে নিল। ,Political
"হ্যালো গাইজ, সবাইকে আমার ইউটিউব চ্যানেলে স্বাগতম। আজকে ভিডিওতে আমরা পরিদর্শন করব একটি পুরাতন ভূতুরে বাড়ি। ",Neutral
"রাগী মেয়েদের দিয়ে বেশি বেশি কাপড় চোপড় ধোয়ানো উচিৎ,  কারন তাদের রাগ যত বাড়বে কাপড় চোপড় তত পরিস্কার হবে।  ",Neutral
"কানের নিচে একটা দিমু, শালার পো।",Personal
"তুরাগ বাসে উঠলাম,   কিন্তু কোনো ভিড় নাই । ",Neutral
বলতো অপারেশনের আগে রোগীকে অজ্ঞান করা হয় কেন? রোগী যাতে ডাক্তারী শিখে না যায়। ,Neutral
"এভাবে যদি প্রিয়জনের লাশ পড়ে থাকতে দেখতে না চান, আওয়ামীলীগের বিরুদ্ধে রুখে দাড়ান। ",Personal
দুর মিয়া ছাড়েন তো আমি খাবো না আমার এত্ত লোভ নেই। ,Neutral
ফাঁকা বাসায় তোমরা দুজন কী করছো? আনুশকাকে ধর্ষনের পর যেভাবে ধরা পরে দিহান। ,Personal
স্ত্রীকে রেগে দুটো থাপ্পড় মারার কিছুক্ষণ পর স্বামী বললো একজন মানুষ শুধু ঐ মানুষকেই আঘাত করে যাকে সে সবচাইতে ভালোবাসে। ,Neutral
আমরা গরিব হইতে পারি কিন্তু ফকির মিসকিন না।,Personal
আচ্ছা আমি মারা গেলে তুমি কি আবার বিয়ে করবে? প্রথমেই খবর নিব এক্স সিঙ্গেল আছে কিনা?,Neutral
পিলখানা হত্যাকান্ডে কিছু সাধারণ প্রশ্ন? যে প্রশ্নগুলোর জবাব মেলেনি আজও। ,Personal
"জয় বাংলা, জয় বঙ্গবন্ধু। চুতমারানির পোলা আগে বিসমিল্লা কইলি না কেন? ",Political
আনুশকার যৌনাঙ্গে মিলেছে ফরেন বডির আলামত। কি ছিল সেটা? ,Personal
বোনের উপর বাটপারি। আর বাটপারি করিস না। ,Neutral
"একটা বিবাহিত মেয়ের পিছনে এত পাগল হয়েছি দেকার পর, আমার চাচাত ভাই। ",Neutral
"সেই স্বামী কখনও পথভ্রষ্ট হবে না, যার ঘরে  একজন দ্বীনদার নামাজী স্ত্রী আছে। ",Neutral
কেউ একটু বলবে? আমি কত % শয়তান? ,Neutral
"তান্ত্রিক বামা চরণ বন কবিরাজ, অসম্ভবকে সম্ভব করাই তার কাজ। ",Neutral
ধর্ষনে অতিরিক্ত রক্তক্ষরণ ও আঘাত চলছে জবানবন্দি। ,Personal
"ধ্বংস তাদের জন্য, যারা প্রকাশ্যে ও গোপনে অপরের দোষ বলে বেড়ায়। ",Personal
"আমি আর ঘরে থাকতে চাই না, আমি তাই বাড়ি থেকে চলে গেলাম। ",Neutral
বেবি একটু ভিডিয়ো চ্যাটে আসো না? ঘরে বাবা আছে। ,Neutral
আমার চেয়ে বেশি প্যাচ দুনিয়াতে নাই। উচ্চতর গণিত তার চেয়েও প্যাচওয়ালা। ,Neutral
"২ মাসে দেড় হাজার গ্রেফতার, বাসা বাড়িতে দিবানিশি তল্লাশি। ",Personal
১৯ সালের পর বিএনপির অস্তিত্বই থাকবে না। ,Political
"যা তকদিরে লিখা আছে তা আসবেই, আর যা তকদিরে লিখা নাই তা আসার পরও চলে যাবে। ",Neutral
লাইভ পর্ণ দেখে চেতনাদন্ড নাড়াতে নাড়াতে উত্তেজনার চরম মূহুর্তে এসে যখন এমবি শেষ হয়ে যায়। ,Personal
"হেসে লাভ নাই, এইবার মাইর খাবা। কোন মাফ পাবা না। ",Personal
"ক্যাম্পাসটাকে অনেক মিস করতেছি, ভাই। ",Neutral
"আমাদেরকে বাইক না দিয়ে, নৌকা দিলেই পারতো। ",Neutral
"স্যারের কাছে প্রাইভেট পড়া পোলাপান ফেল করার পর, তুই শালা জাতীয় বেইমান।",Personal
কারগারে ওসি প্রদীপ কয়েদিদের হাতে গণপিটুনির স্বীকার। ,Personal
"জয় বাংলা, বাংলার জয়। এটাই হলো বর্তমান বাংলাদেশের স্লোগান। ",Neutral
"তাড়াহুড়ো করে গরম চা মুখে দেয়ার পর, আমি আর পারছি না, আমার সব জ¦লছে। ",Neutral
"সুষ্ঠু ভোট,ভোলায় টেবিলের নীচে প্রিজাইডিং অফিসার। ",Geopolitical
"ছবিটির মাঝে লুকিয়ে থাকা ঈমান, দুঃসাহস, ভালবাসা, ক্ষোভ আর প্রতিবাদের ভাষা বোঝার ক্ষমতা আছে কি? ",Personal
এই শালা তোর বন্ধু কই?   তোর বন্ধুরে আমার সামনে ডেকে আন। ,Personal
"চাকুমেরে মহিলা খুন, এবার বিক্সটনে। ",Personal
এইডা কোন কথা। ফজলামির একটা সীমা আছে। ,Neutral
"কিন্তু যখন পরে আব্বু বলে যে, চাচাতো ভাই বাসের কন্ডাক্টরের চাকরী পেয়েছে , তখন। ",Neutral
আওয়ামীলীগ বঙ্গবন্ধুকে পণ্য বানিয়ে ফেলেছে। ,Geopolitical
"ফেসবুকে স্ট্যাটাস দিলাম বৌ চাই, ৫ জন লাইক দিল আর ৫০ জন কমেন্ট করলো আমার টা নিয়ে যা। ",Neutral
"মাথা ফাইট্টা দyইভাগ না হলে, এইগুলার শিক্ষা হবে না। ",Neutral
"ভালোবাসাটা শাহজাহানের চেয়েও কম ছিলো না, শুধু টাকার অভাবে তাজমহল বানাতে পারি নি। ",Neutral
"আওয়ামী হায়েনাদের নিপীড়নে আজ ক্ষত-বিক্ষত মানচিত্র, রক্তাক্ত জাতি, হুমকির মুখে সার্বভৌমত্ত্ব। ",Geopolitical
"প্রেম করবে গোপনে আর কষ্ট প্রকাশ করবে সবার সামনে। সুটিয়ে লাল করে দেবো, নোংরামি বার করে দেবো। ",Personal
"যখন কেউ জিজ্ঞেস করে,স্কুল, কলেজ, ভার্সিটি সব তো শেষ করে ফেললে কিন্তু তোমার বন্ধু নেই কেনো?",Neutral
"তোমার মুখে দাঁড়ি তোমাকে পুলিশে ধরবে, আর তোমার মুখে দাড়ি নাই তোমাকে আল্লাহ ধরবে। ",Religious
হুজুরদের কতা আর সহ্য করা হবে না। ,Personal
গাজায় স্থায়ী যুদ্ধবিরতি: ইসরাইলের বিরুদ্ধে হামাসের বিজয়। ,Geopolitical
কথা ক তোর বাপের লগে কথা ক। ,Personal
ছেলেদের ও মেয়েদের ব্রেকআপের পর শান্তনা বানী। ,Neutral
যখন ন্যাকা মামনি তার বয়ফ্রেন্ডকে কুত্তা বলে ডাকে। ,Personal
তোমার আমার গোপন পীরিত।  সে কি ভোলা যায় শালী? ,Personal
"উঠে গেলো নিষেধাজ্ঞা, ইচ্ছেমতো অস্ত্র কেনা-বেচা করতে পারবে ইরান। ",Geopolitical
"ঘুম ভাঙ্গার পর আরো ঘন্টা খানেক শুয়ে থাকা মানে অলসতা নয়, ইহা বিছানার প্রতি ভালোবাসা। ",Neutral
দিহান আনুস্কার নিতম্বে পিটিয়ে কি অবস্থা করেছে দেখুন। ,Personal
"মেরে ফেললে ফেলুক, কাফনের কাপড় পরে প্রস্তুত আছি। ",Personal
লবন চর্বি বাড়ায়  আর শসা চর্বি কমায়। আমরা বাঙালি লবণ দিয়ে শসা খাই। ,Neutral
"আচ্ছা বাবু, তুমি আমাকে রানী বলে ডাকো কেন?   চাকরানী অনেক লম্বা তো তাই সংক্ষেপে রানী ডাকি। ",Neutral
আমি তোমার হাতে একটা কিস দিতে পারি? হাতে কেন? আমার ঠোটে কি বিষ আছে নাকি? ,Neutral
এক মাস পর বন্ধুর গার্লফ্রেন্ড|,Neutral
ধর! মুরতাদের ফাঁসি চাই। মুরতাদটি ইসলাম বিদ্বেষ ছড়াচ্ছে। ,Religious
"আল্লাহ কিন্তু অন্য কেউ নয়, আল্লাহ হলো মুহাম্মদের ফেক আইডি। ",Religious
"জোরে দে, জোরে দে। জোরে জোরে লাগা।",Personal
জোড় করে চাঁদা তুলে জুয়া খেলতেন এসআই আকবর ও জুয়াড়ি শাহিন। ,Personal
"সরি বাবু বাল কাটার সময় পাই নাই, তখন ফাক বয়, ব্যাপার না বাবু চিল। ",Personal
গোপন সুড়ঙ্গ পথের মুখ। এখান থেকে গোপনে চলে যাওয়া যাবে। ,Neutral
কাশ্মীর সীমান্তে শতাধিক ট্যাংক পাঠাচ্ছে পাকিস্তান। ,Geopolitical
"লেগেছে রে লেগেছে রক্তের আগুন লেগেছে। ম্যাক্রোর গালে গালে, জুতা মারো তালে তালে। ",Religious
বাসায় এসে ভাবতে থাকি কেমনে ঐ মেয়েরে আমার প্রেমে ফেলানো যায়। ,Neutral
"আজ থেকেই ছেঁড়া জুতা সংগ্রহ করুন, ১৪ ফেব্রুয়ারি তে কোন নাস্তিককে প্রকাশ্য চুমু খেতে দেখলে ছুড়ে মারুন। ",Personal
"পাগলী তিন প্রকার, আইসক্রিম পাগলী, চকলেট পাগলী, ফুচকা পাগলী। ",Neutral
ম্যা গরিব নেহি হু। আমাকে গরীব বলবা না। ,Neutral
"কোথায় আছ? ঠিক জানিনা, তবে এখন ৩০০ টাকার বাল্ব ১০০ টাকায় পাওয়া যায় কোম্পানির প্রচারের জন্য। ",Neutral
"জানিনা কবে আসবে সেইদিন ্েযইদিন কোন মেয়ে তার বান্ধবীকে, আমার ফেসবুক আইডি দিয়ে বলবে এই দেখ এটা আমার জানের আইডি। ",Neutral
"দুঃখ একটাই, সোনা তো দূরের কথা কেউ টিনভাঙ্গা বলেও ডাকে না। ",Neutral
"ক্রসফায়ারের নামে মেধাবী ছাত্র হত্যা আর মেনে নেয়া যায়না, এ জুলুমের অবসান চাই।",Geopolitical
ক্লাস থ্রি তে পড়–য়া নিব্বি যেভাবে তার নিব্বার রাগ ভাঙায়। ,Neutral
"গন্ধে আমার বমি আসতাছে, কি সুগন্ধি লাগাইছো রে ভাই? ",Neutral
রাতের বেলায় বাথরুম থেকে বেরিয়ে লাইট অফ করার পর। ,Neutral
"কোয়েল মল্লিকের সেক্স ভিডিও ফাস, বাচ্চারা দেখবেন না। ",Personal
"আদর কর নাহলে খাবো না, এমন একটা লাথি দেবো, সব ঢং বেরিয়ে যাবে। ",Personal
"চলো সবাই একটা করে দুঃখের কথা বলি, আমার বউ নাই। ",Neutral
২০০৬ সালের ২৮ অক্টোবর লাশের উপর নৃত্যকারী নরপশু বাপ্যাদিত্য বসুর ফাঁসি চাই। ,Political
সেটা ছিলো খুব বড় এক বিপদের সময়। ,Neutral
সব বন্ধ বন্ধ করে কি ক্ষমতা কুক্ষিগত রাখা যায়? ,Geopolitical
"পায়ের কাছে গাঁড় না মারিয়ে, এটা খা শালা। ",Personal
এরকম একটা মেয়ে যদি আমার বেটার বউ হইতো। ,Neutral
"অন্যান্য অভিনেতা/নেত্রিরা বিয়ে করে প্রয়োজনীয় শারিরীক চাহিদা মেটাবেন, কিন্তু সালমানের বেলায় এটা প্রযোজ্য নয়। ",Neutral
বাংলা সিনেমায় পায়ে পায়ে ঘসা লাগার পর। ,Neutral
"আমার  ফোনের ব্যাটারি টা প্রেগনেন্ট, তোরা সবাই একটু প্রার্থনা কর যেন একটা আইফোন হয়। ",Neutral
আমি ফেসবুক বিশ^বিদ্যালয়ের একজন নিয়মিত ছাত্র। ,Neutral
"বাইরে বৃষ্টি হচ্ছে, বউ বলে, বুঝছি আজকে আমার খবর আছে। ",Neutral
"খেলনার ভেতর চুম্বক আছে জানার পর আমি বলি, তোকে ভাঙ্গা ছাড়া আর উপায় নাই। ",Personal
রাজাকারদের বিভৎস যৌন নির্যাতন। কতটুকু জানেন? ,Political
"আগেই কইছিলাম, এই পোলা জিনিয়াস। ",Neutral
"ভারত এদেশের ভূমি দাবি করার সাহস পেয়েছে, কারন তারা এদেশের দালাল দেখেছে কিন্তু এদেশের দামাল ছেলে দেখেনি। ",Geopolitical
"এই শীতে জামাই চাই, জামাই চাই। ",Neutral
স্ত্রীরা চাইলেই স্বামীর বিরুদ্ধে রেপ কেস করতে পারবে। মিলনের আগেই নিতে হবে অনুমতি। ,Personal
"মেনশন করুন আপনার সেই ফ্রেন্ডকে, যাকে এর সাতে বিয়ে দিতে চান। ",Neutral
এই বানচোদ তোর চুল এমন ক্যান? ,Personal
নিকা করবি মাগি?  নিকা করবি ? করবি নিকা ? ,Personal
এবার বলো আজ পর্যন্ত কয়টা প্রেম করেছো তুমি?,Neutral
তুই শালা জাতীয় বেইমান।  তোরে আমি বিশ^াস কইরা ভুল করছি। ,Personal
তুই আইছোত কেন? তোরে তো আমি দাওয়াত দেই নাই। ,Personal
"মেয়েরা যেরকম ছেলেদের  সাথে প্রেম করে, তারপর যেরকম ছেলেকে বিয়ে করে। ",Neutral
"আমি সরকারি চাকরি করি, তোমার এই এক কথায় তোমার দোন আমি মুখে নিতেও রাজি। ",Personal
কয়েকদিন পর থেকেই সবাই ঈদের দাওয়াত দিবে কিন্তু কেউ ঠিকানা দিবে না। এ কেমন দাওয়াত। ,Neutral
আওয়ামী যৌথ গুন্ড বাহিনীর অভিযানের ভয়ে নিরাপদ আশ্রয়ের সন্ধানে এলাকা ছাড়ছে চাঁপাইনবাবগঞ্জের মানুষ।,Geopolitical
"এস,এস,এফের দাত ভাঙ্গার সাহস। দেশ এভাবে চলতে পারে না। ",Personal
ওরা আমার মুখের কথায় ট্যাক্স বসাতে চায়। ,Geopolitical
মন্টুকে তার মা বলেছিলো ভাই এর খেয়াল রাখবি। ,Neutral
শরীর নয় এডাল্ট টয় ঢুকিয়ে দিয়েছে আনুশকাকে। ,Personal
দিহানের বাসার সি.সি. টিভিতে পাওয়া গেল টানা দেড় ঘন্টা বিছানায় আনুশকা। ,Personal
"স্যার বই এনেছি, যদিও আমাদেও কোন ব্যাগ নেই। ",Neutral
বরিশালে থাকেন? তাহলে তো নিশ্চয়ই অনেক কিউট আর ভালো মনের মানুষ আপনি। ,Neutral
"বিড়িখোর মহসিন আলীর ঔদ্ধত্য, বোরখা পরে কলেজের ছাত্রী হতে পারবে না।",Geopolitical
একদিন হঠাৎ করে আই মিস ইউ চলে গেলো তাহলে ঘরে কে থাকলো? ,Neutral
"ভাঙা সংসার ঠিকঠাক ভাবে জোড়া লাগিয়ে দেয়ার পর, রুপা। ",Neutral
"আমার সাদা মনে একটাই প্রশ্ন নারী পুরুষের তো সমান অধিকার তাহলে শাড়িতে ব্লাউজের পিস দিলে, লুঙ্গি তে জাঙ্গিয়ার পিস দেবে না কেন ? ",Neutral
নারদ কেন ভগবানকে অভিশাপ দিয়েছিলেন? ,Personal
"তেমন কিছু না, সাজেক নিয়ে পোস্ট দিয়ে নিজকে একটু ক্লাসিক ভাবানোর জন্য আসছি। ",Neutral
এই মালডা কার জামাই? চুপচাম ম্যানশন করুন। ,Personal
সুন্দরীকে দেখে তাকে নিয়ে সারাদিন-রাত বাসর রাতের স্বপ্ন দেখতে থাকা আমি। ,Neutral
"বাইরে থেকে এসে দেখি খাটে বউ নাই, অনেক খোঁজাখুঁজির পর মনে হইল দূর বিয়াই তো করি নাই। ",Neutral
আনুশকা ও দিহানের বয়স নিয়ে গভীর ষড়যন্ত্র শুনলে অবাক হয়ে যাবেন। ,Personal
বৃষ্টি ভেজা স্কুলের দিনগুলো আজও মনে পরে যায়। ,Neutral
"যখন কোন নিব্বা প্লে বয়কে বলে, দেহ পাবি মন পাবি না। ",Personal
"পুত্র সন্তান এক বংশের প্রদীপ হলে, কন্যা সন্তান দুই বংশের প্রদীপ। ",Neutral
"সাইন্স এর ছাত্রীদের ভবিষ্যৎ, আর্টস এর ছাত্রীদের ভবিষ্যৎ আর কমার্সের ছাত্রীদের ভবিষ্যৎ। ",Neutral
"তেমন কিছু না, পাত্রীপক্ষের বাসায় পাত্রীকে দেখলাম। ",Neutral
"আজকালকার মেয়েদের অবস্থা, মেকাপের আগে আর মেকাপের পরে। ",Neutral
কোনোদিনও ভেবেছিলে ফেসবুকে আমার মতো এতো ভালোমানুষের সঙ্গে তোমাদের পরিচয় হবে। ,Neutral
মনে পড়ে শাহবাগের সেই গাঞ্জার আড্ডা আর চাঁদাবাজির দিনগুলি। ,Personal
